Question	Question Category	Continent	Urban / Rural	Education	D_INTERVIEW
Q158	Perceptions about Science and Technology	Asia	Rural	Primary or No Education	792070247
Q158	Perceptions about Science and Technology	Asia	Rural	Tertiary	762070413
Q158	Perceptions about Science and Technology	Asia	Rural	Tertiary	496071524
Q158	Perceptions about Science and Technology	Asia	Rural	Tertiary	792070710
Q158	Perceptions about Science and Technology	Asia	Rural	Tertiary	417070648
Q158	Perceptions about Science and Technology	Asia	Rural	Tertiary	360070836
Q158	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	104070952
Q158	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	764070273
Q158	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	156070902
Q158	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	608070458
Q158	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	104070576
Q158	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	51071045
Q158	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	20070384
Q158	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	276070112
Q158	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	826071208
Q158	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	51070125
Q158	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	203070883
Q158	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	642070591
Q158	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	300070532
Q158	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	203070583
Q158	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	20070689
Q158	Perceptions about Science and Technology	Europe	Urban	Tertiary	196070897
Q158	Perceptions about Science and Technology	Europe	Urban	Tertiary	51070223
Q158	Perceptions about Science and Technology	Europe	Urban	Tertiary	642070272
Q158	Perceptions about Science and Technology	Europe	Urban	Tertiary	703071198
Q158	Perceptions about Science and Technology	Europe	Urban	Tertiary	300070274
Q158	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	826071909
Q158	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	203071189
Q158	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	826070280
Q158	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	203070618
Q158	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	203071018
Q158	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	642070922
Q158	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	642070144
Q158	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	276071002
Q158	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	276070538
Q158	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	51070513
Q158	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	203071144
Q158	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	196070079
Q158	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	642070946
Q158	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	196070470
Q158	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	196070119
Q158	Perceptions about Science and Technology	Europe	Rural	Tertiary	909070300
Q158	Perceptions about Science and Technology	Europe	Rural	Tertiary	300071169
Q158	Perceptions about Science and Technology	Europe	Rural	Tertiary	909070250
Q158	Perceptions about Science and Technology	Europe	Rural	Tertiary	51070184
Q158	Perceptions about Science and Technology	Europe	Rural	Tertiary	688070214
Q158	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	826071625
Q158	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	703070629
Q158	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	826070266
Q158	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	703070414
Q158	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	703070453
Q158	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	152070408
Q158	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	68070959
Q158	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	170076621
Q158	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	604071348
Q158	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	76071492
Q158	Perceptions about Science and Technology	South America	Urban	Primary or No Education	76070532
Q158	Perceptions about Science and Technology	South America	Urban	Primary or No Education	218070823
Q158	Perceptions about Science and Technology	South America	Urban	Primary or No Education	76071373
Q158	Perceptions about Science and Technology	South America	Urban	Primary or No Education	68071423
Q158	Perceptions about Science and Technology	South America	Urban	Primary or No Education	218070763
Q158	Perceptions about Science and Technology	South America	Urban	Tertiary	68071086
Q158	Perceptions about Science and Technology	South America	Urban	Tertiary	170076589
Q158	Perceptions about Science and Technology	South America	Urban	Tertiary	170071735
Q158	Perceptions about Science and Technology	South America	Urban	Tertiary	68070717
Q158	Perceptions about Science and Technology	South America	Urban	Tertiary	76070802
Q158	Perceptions about Science and Technology	South America	Urban	Lower Secondary	68070933
Q158	Perceptions about Science and Technology	South America	Urban	Lower Secondary	32070060
Q158	Perceptions about Science and Technology	South America	Urban	Lower Secondary	32070066
Q158	Perceptions about Science and Technology	South America	Urban	Lower Secondary	218070576
Q158	Perceptions about Science and Technology	South America	Urban	Lower Secondary	604071106
Q158	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	76070900
Q158	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	152070737
Q158	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	604071224
Q158	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	76070557
Q158	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	68070071
Q158	Perceptions about Science and Technology	South America	Rural	Primary or No Education	604070682
Q158	Perceptions about Science and Technology	South America	Rural	Primary or No Education	68071711
Q158	Perceptions about Science and Technology	South America	Rural	Primary or No Education	218070853
Q158	Perceptions about Science and Technology	South America	Rural	Primary or No Education	604070991
Q158	Perceptions about Science and Technology	South America	Rural	Primary or No Education	68070193
Q158	Perceptions about Science and Technology	South America	Rural	Tertiary	68071488
Q158	Perceptions about Science and Technology	South America	Rural	Tertiary	76070764
Q158	Perceptions about Science and Technology	South America	Rural	Tertiary	68071692
Q158	Perceptions about Science and Technology	South America	Rural	Tertiary	32070965
Q158	Perceptions about Science and Technology	South America	Rural	Tertiary	68071684
Q158	Perceptions about Science and Technology	South America	Rural	Lower Secondary	170074376
Q158	Perceptions about Science and Technology	South America	Rural	Lower Secondary	170075521
Q158	Perceptions about Science and Technology	South America	Rural	Lower Secondary	604071163
Q158	Perceptions about Science and Technology	South America	Rural	Lower Secondary	76070720
Q158	Perceptions about Science and Technology	South America	Rural	Lower Secondary	68070244
Q158	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	404070125
Q158	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	434070682
Q158	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	434070946
Q158	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	788070464
Q158	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	788070797
Q158	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	504070358
Q158	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	504070349
Q158	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	504070017
Q158	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	504070723
Q158	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	818070361
Q158	Perceptions about Science and Technology	Africa	Urban	Tertiary	231070918
Q158	Perceptions about Science and Technology	Africa	Urban	Tertiary	404071265
Q158	Perceptions about Science and Technology	Africa	Urban	Tertiary	434070633
Q158	Perceptions about Science and Technology	Africa	Urban	Tertiary	434070812
Q158	Perceptions about Science and Technology	Africa	Urban	Tertiary	818070103
Q158	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	504070329
Q158	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	566070659
Q158	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	716070032
Q158	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	716070800
Q158	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	788071060
Q158	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	231070529
Q158	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	404070572
Q158	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	504071160
Q158	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	404070652
Q158	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	788071119
Q158	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	504070674
Q158	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	566070050
Q158	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	404071181
Q158	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	231070731
Q158	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	818070283
Q158	Perceptions about Science and Technology	Africa	Rural	Tertiary	818071111
Q158	Perceptions about Science and Technology	Africa	Rural	Tertiary	404070746
Q158	Perceptions about Science and Technology	Africa	Rural	Tertiary	231070373
Q158	Perceptions about Science and Technology	Africa	Rural	Tertiary	818071120
Q158	Perceptions about Science and Technology	Africa	Rural	Tertiary	818070806
Q158	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	716070785
Q158	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	716070562
Q158	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	716071138
Q158	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	716070371
Q158	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	818070814
Q158	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	124072749
Q158	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	320070638
Q158	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	484071618
Q158	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	840071447
Q158	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	630070382
Q158	Perceptions about Science and Technology	North America	Urban	Primary or No Education	558070094
Q158	Perceptions about Science and Technology	North America	Urban	Primary or No Education	320070033
Q158	Perceptions about Science and Technology	North America	Urban	Primary or No Education	484070493
Q158	Perceptions about Science and Technology	North America	Urban	Primary or No Education	484071011
Q158	Perceptions about Science and Technology	North America	Urban	Primary or No Education	484070006
Q158	Perceptions about Science and Technology	North America	Urban	Tertiary	124076065
Q158	Perceptions about Science and Technology	North America	Urban	Tertiary	840071654
Q158	Perceptions about Science and Technology	North America	Urban	Tertiary	840072805
Q158	Perceptions about Science and Technology	North America	Urban	Tertiary	630070132
Q158	Perceptions about Science and Technology	North America	Urban	Tertiary	630070824
Q158	Perceptions about Science and Technology	North America	Urban	Lower Secondary	630070758
Q158	Perceptions about Science and Technology	North America	Urban	Lower Secondary	558070122
Q158	Perceptions about Science and Technology	North America	Urban	Lower Secondary	630071078
Q158	Perceptions about Science and Technology	North America	Urban	Lower Secondary	558070572
Q158	Perceptions about Science and Technology	North America	Urban	Lower Secondary	630070377
Q158	Perceptions about Science and Technology	North America	Rural	Upper to Post Secondary	124075823
Q158	Perceptions about Science and Technology	North America	Rural	Upper to Post Secondary	484071383
Q158	Perceptions about Science and Technology	North America	Rural	Upper to Post Secondary	484070769
Q158	Perceptions about Science and Technology	North America	Rural	Upper to Post Secondary	124075404
Q158	Perceptions about Science and Technology	North America	Rural	Upper to Post Secondary	484071381
Q158	Perceptions about Science and Technology	North America	Rural	Primary or No Education	558070797
Q158	Perceptions about Science and Technology	North America	Rural	Primary or No Education	484070170
Q158	Perceptions about Science and Technology	North America	Rural	Primary or No Education	320070572
Q158	Perceptions about Science and Technology	North America	Rural	Primary or No Education	484070761
Q158	Perceptions about Science and Technology	North America	Rural	Primary or No Education	558070680
Q158	Perceptions about Science and Technology	North America	Rural	Tertiary	558071034
Q158	Perceptions about Science and Technology	North America	Rural	Tertiary	840072090
Q158	Perceptions about Science and Technology	North America	Rural	Tertiary	840071945
Q158	Perceptions about Science and Technology	North America	Rural	Tertiary	124073481
Q158	Perceptions about Science and Technology	North America	Rural	Tertiary	124072300
Q158	Perceptions about Science and Technology	North America	Rural	Lower Secondary	124074421
Q158	Perceptions about Science and Technology	North America	Rural	Lower Secondary	124073640
Q158	Perceptions about Science and Technology	North America	Rural	Lower Secondary	558070931
Q158	Perceptions about Science and Technology	North America	Rural	Lower Secondary	840072054
Q158	Perceptions about Science and Technology	North America	Rural	Lower Secondary	124071381
Q158	Perceptions about Science and Technology	Oceania	Urban	Upper to Post Secondary	554070477
Q158	Perceptions about Science and Technology	Oceania	Urban	Upper to Post Secondary	36070528
Q158	Perceptions about Science and Technology	Oceania	Urban	Upper to Post Secondary	554070823
Q158	Perceptions about Science and Technology	Oceania	Urban	Upper to Post Secondary	554070548
Q158	Perceptions about Science and Technology	Oceania	Urban	Upper to Post Secondary	554070918
Q158	Perceptions about Science and Technology	Oceania	Urban	Primary or No Education	36070815
Q158	Perceptions about Science and Technology	Oceania	Urban	Primary or No Education	36071455
Q158	Perceptions about Science and Technology	Oceania	Urban	Primary or No Education	554070550
Q158	Perceptions about Science and Technology	Oceania	Urban	Primary or No Education	554070083
Q158	Perceptions about Science and Technology	Oceania	Urban	Primary or No Education	554070861
Q158	Perceptions about Science and Technology	Oceania	Urban	Tertiary	36070584
Q158	Perceptions about Science and Technology	Oceania	Urban	Tertiary	36071474
Q158	Perceptions about Science and Technology	Oceania	Urban	Tertiary	36070392
Q158	Perceptions about Science and Technology	Oceania	Urban	Tertiary	554070628
Q158	Perceptions about Science and Technology	Oceania	Urban	Tertiary	36070246
Q158	Perceptions about Science and Technology	Oceania	Urban	Lower Secondary	554070619
Q158	Perceptions about Science and Technology	Oceania	Urban	Lower Secondary	36070585
Q158	Perceptions about Science and Technology	Oceania	Urban	Lower Secondary	554071057
Q158	Perceptions about Science and Technology	Oceania	Urban	Lower Secondary	554070334
Q158	Perceptions about Science and Technology	Oceania	Urban	Lower Secondary	36071116
Q158	Perceptions about Science and Technology	Oceania	Rural	Upper to Post Secondary	36070108
Q158	Perceptions about Science and Technology	Oceania	Rural	Upper to Post Secondary	36071069
Q158	Perceptions about Science and Technology	Oceania	Rural	Upper to Post Secondary	36071377
Q158	Perceptions about Science and Technology	Oceania	Rural	Upper to Post Secondary	36070300
Q158	Perceptions about Science and Technology	Oceania	Rural	Upper to Post Secondary	36070415
Q158	Perceptions about Science and Technology	Oceania	Rural	Tertiary	36071781
Q158	Perceptions about Science and Technology	Oceania	Rural	Tertiary	36070522
Q158	Perceptions about Science and Technology	Oceania	Rural	Tertiary	36071788
Q158	Perceptions about Science and Technology	Oceania	Rural	Tertiary	554070017
Q158	Perceptions about Science and Technology	Oceania	Rural	Tertiary	36071664
Q159	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	364071417
Q159	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	344070484
Q159	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	792071785
Q159	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	368070602
Q159	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	792071241
Q159	Perceptions about Science and Technology	Asia	Urban	Primary or No Education	764071226
Q159	Perceptions about Science and Technology	Asia	Urban	Primary or No Education	400070210
Q159	Perceptions about Science and Technology	Asia	Urban	Primary or No Education	586070628
Q159	Perceptions about Science and Technology	Asia	Urban	Primary or No Education	360071360
Q159	Perceptions about Science and Technology	Asia	Urban	Primary or No Education	364071961
Q159	Perceptions about Science and Technology	Asia	Urban	Tertiary	702070918
Q159	Perceptions about Science and Technology	Asia	Urban	Tertiary	344070822
Q159	Perceptions about Science and Technology	Asia	Urban	Tertiary	364071662
Q159	Perceptions about Science and Technology	Asia	Urban	Tertiary	400071127
Q159	Perceptions about Science and Technology	Asia	Urban	Tertiary	360070513
Q159	Perceptions about Science and Technology	Asia	Urban	Lower Secondary	764071467
Q159	Perceptions about Science and Technology	Asia	Urban	Lower Secondary	156071701
Q159	Perceptions about Science and Technology	Asia	Urban	Lower Secondary	156072228
Q159	Perceptions about Science and Technology	Asia	Urban	Lower Secondary	360070154
Q159	Perceptions about Science and Technology	Asia	Urban	Lower Secondary	704070025
Q159	Perceptions about Science and Technology	Asia	Rural	Upper to Post Secondary	104070565
Q159	Perceptions about Science and Technology	Asia	Rural	Upper to Post Secondary	586071620
Q159	Perceptions about Science and Technology	Asia	Rural	Upper to Post Secondary	360070965
Q159	Perceptions about Science and Technology	Asia	Rural	Upper to Post Secondary	586071951
Q159	Perceptions about Science and Technology	Asia	Rural	Upper to Post Secondary	360071714
Q159	Perceptions about Science and Technology	Asia	Rural	Primary or No Education	462070541
Q159	Perceptions about Science and Technology	Asia	Rural	Primary or No Education	360070416
Q159	Perceptions about Science and Technology	Asia	Rural	Primary or No Education	50070093
Q159	Perceptions about Science and Technology	Asia	Rural	Primary or No Education	104070575
Q159	Perceptions about Science and Technology	Asia	Rural	Primary or No Education	156072890
Q159	Perceptions about Science and Technology	Asia	Rural	Tertiary	104071010
Q159	Perceptions about Science and Technology	Asia	Rural	Tertiary	156070397
Q159	Perceptions about Science and Technology	Asia	Rural	Tertiary	462070191
Q159	Perceptions about Science and Technology	Asia	Rural	Tertiary	158071000
Q159	Perceptions about Science and Technology	Asia	Rural	Tertiary	368070968
Q159	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	360071393
Q159	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	762070898
Q159	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	360072200
Q159	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	586071857
Q159	Perceptions about Science and Technology	Asia	Rural	Lower Secondary	156071603
Q159	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	300071132
Q159	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	276070240
Q159	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	300070904
Q159	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	51070954
Q159	Perceptions about Science and Technology	Europe	Urban	Upper to Post Secondary	804070660
Q159	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	196070484
Q159	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	300070188
Q159	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	20070190
Q159	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	909070330
Q159	Perceptions about Science and Technology	Europe	Urban	Primary or No Education	528070146
Q159	Perceptions about Science and Technology	Europe	Urban	Tertiary	196070109
Q159	Perceptions about Science and Technology	Europe	Urban	Tertiary	196070387
Q159	Perceptions about Science and Technology	Europe	Urban	Tertiary	826072252
Q159	Perceptions about Science and Technology	Europe	Urban	Tertiary	300070546
Q159	Perceptions about Science and Technology	Europe	Urban	Tertiary	826072359
Q159	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	703070806
Q159	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	642071207
Q159	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	826072394
Q159	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	51070136
Q159	Perceptions about Science and Technology	Europe	Urban	Lower Secondary	826071891
Q159	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	643071773
Q159	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	203070516
Q159	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	196070253
Q159	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	203071015
Q159	Perceptions about Science and Technology	Europe	Rural	Upper to Post Secondary	643070980
Q159	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	203070442
Q159	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	196070007
Q159	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	196070409
Q159	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	196070302
Q159	Perceptions about Science and Technology	Europe	Rural	Primary or No Education	642070283
Q159	Perceptions about Science and Technology	Europe	Rural	Tertiary	276071031
Q159	Perceptions about Science and Technology	Europe	Rural	Tertiary	196070871
Q159	Perceptions about Science and Technology	Europe	Rural	Tertiary	826072517
Q159	Perceptions about Science and Technology	Europe	Rural	Tertiary	909070300
Q159	Perceptions about Science and Technology	Europe	Rural	Tertiary	51071210
Q159	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	826072247
Q159	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	642070938
Q159	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	203070948
Q159	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	703070629
Q159	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	826071546
Q159	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	218070449
Q159	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	76070553
Q159	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	32070043
Q159	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	68070216
Q159	Perceptions about Science and Technology	South America	Urban	Upper to Post Secondary	152070797
Q159	Perceptions about Science and Technology	South America	Urban	Primary or No Education	218070784
Q159	Perceptions about Science and Technology	South America	Urban	Primary or No Education	76071237
Q159	Perceptions about Science and Technology	South America	Urban	Primary or No Education	76071177
Q159	Perceptions about Science and Technology	South America	Urban	Primary or No Education	218070350
Q159	Perceptions about Science and Technology	South America	Urban	Primary or No Education	32070451
Q159	Perceptions about Science and Technology	South America	Urban	Tertiary	32070164
Q159	Perceptions about Science and Technology	South America	Urban	Tertiary	604071155
Q159	Perceptions about Science and Technology	South America	Urban	Tertiary	68070711
Q159	Perceptions about Science and Technology	South America	Urban	Tertiary	76071527
Q159	Perceptions about Science and Technology	South America	Urban	Tertiary	604071253
Q159	Perceptions about Science and Technology	South America	Urban	Lower Secondary	68070631
Q159	Perceptions about Science and Technology	South America	Urban	Lower Secondary	604071125
Q159	Perceptions about Science and Technology	South America	Urban	Lower Secondary	170071533
Q159	Perceptions about Science and Technology	South America	Urban	Lower Secondary	76071238
Q159	Perceptions about Science and Technology	South America	Urban	Lower Secondary	76071699
Q159	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	76070491
Q159	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	170075196
Q159	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	604070597
Q159	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	218070728
Q159	Perceptions about Science and Technology	South America	Rural	Upper to Post Secondary	170075711
Q159	Perceptions about Science and Technology	South America	Rural	Primary or No Education	170075584
Q159	Perceptions about Science and Technology	South America	Rural	Primary or No Education	68070193
Q159	Perceptions about Science and Technology	South America	Rural	Primary or No Education	68070299
Q159	Perceptions about Science and Technology	South America	Rural	Primary or No Education	68071458
Q159	Perceptions about Science and Technology	South America	Rural	Primary or No Education	218070216
Q159	Perceptions about Science and Technology	South America	Rural	Tertiary	68070117
Q159	Perceptions about Science and Technology	South America	Rural	Tertiary	218070734
Q159	Perceptions about Science and Technology	South America	Rural	Tertiary	68070202
Q159	Perceptions about Science and Technology	South America	Rural	Tertiary	76070252
Q159	Perceptions about Science and Technology	South America	Rural	Tertiary	68071488
Q159	Perceptions about Science and Technology	South America	Rural	Lower Secondary	76070411
Q159	Perceptions about Science and Technology	South America	Rural	Lower Secondary	170076609
Q159	Perceptions about Science and Technology	South America	Rural	Lower Secondary	604071142
Q159	Perceptions about Science and Technology	South America	Rural	Lower Secondary	170074376
Q159	Perceptions about Science and Technology	South America	Rural	Lower Secondary	152070853
Q159	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	434070403
Q159	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	788070599
Q159	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	818070112
Q159	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	566070105
Q159	Perceptions about Science and Technology	Africa	Urban	Upper to Post Secondary	716070046
Q159	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	818070337
Q159	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	818070978
Q159	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	566070595
Q159	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	404070437
Q159	Perceptions about Science and Technology	Africa	Urban	Primary or No Education	404070205
Q159	Perceptions about Science and Technology	Africa	Urban	Tertiary	434070122
Q159	Perceptions about Science and Technology	Africa	Urban	Tertiary	434070539
Q159	Perceptions about Science and Technology	Africa	Urban	Tertiary	434070491
Q159	Perceptions about Science and Technology	Africa	Urban	Tertiary	434070074
Q159	Perceptions about Science and Technology	Africa	Urban	Tertiary	504070379
Q159	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	566070904
Q159	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	504071083
Q159	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	434071162
Q159	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	818070655
Q159	Perceptions about Science and Technology	Africa	Urban	Lower Secondary	434070941
Q159	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	434070896
Q159	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	566070768
Q159	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	716070629
Q159	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	716070636
Q159	Perceptions about Science and Technology	Africa	Rural	Upper to Post Secondary	818070837
Q159	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	788070214
Q159	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	566070572
Q159	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	566070963
Q159	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	566070084
Q159	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	231071017
Q159	Perceptions about Science and Technology	Africa	Rural	Tertiary	404070746
Q159	Perceptions about Science and Technology	Africa	Rural	Tertiary	818070806
Q159	Perceptions about Science and Technology	Africa	Rural	Tertiary	716070560
Q159	Perceptions about Science and Technology	Africa	Rural	Tertiary	788070975
Q159	Perceptions about Science and Technology	Africa	Rural	Tertiary	818071111
Q159	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	716071213
Q159	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	404070535
Q159	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	716071055
Q159	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	566071125
Q159	Perceptions about Science and Technology	Africa	Rural	Lower Secondary	231070271
Q159	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	320071200
Q159	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	840071341
Q159	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	840072718
Q159	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	484070485
Q159	Perceptions about Science and Technology	North America	Urban	Upper to Post Secondary	840072653
Q159	Perceptions about Science and Technology	North America	Urban	Primary or No Education	320070022
Q159	Perceptions about Science and Technology	North America	Urban	Primary or No Education	630070656
Q159	Perceptions about Science and Technology	North America	Urban	Primary or No Education	484070824
Q159	Perceptions about Science and Technology	North America	Urban	Primary or No Education	484070179
Q159	Perceptions about Science and Technology	North America	Urban	Primary or No Education	484070309
Q159	Perceptions about Science and Technology	North America	Urban	Tertiary	124071848
Q159	Perceptions about Science and Technology	North America	Urban	Tertiary	630070824
Q159	Perceptions about Science and Technology	North America	Urban	Tertiary	124075179
Q159	Perceptions about Science and Technology	North America	Urban	Tertiary	320070283
Q159	Perceptions about Science and Technology	North America	Urban	Tertiary	630071196
Q159	Perceptions about Science and Technology	North America	Urban	Lower Secondary	630070493
Q159	Perceptions about Science and Technology	North America	Urban	Lower Secondary	484070205
